symbol,Date,FiscalQuarter,FiscalYear,NetIncome,GrossSales
672,2018-01-31,4.0,2017,2936.0,12315.202030326223
736,2018-01-31,4.0,2017,15934.0,31909.104475541193
23,2018-02-01,1.0,2018,20065.0,154721.47129876076
159,2018-02-01,3.0,2018,1382.0,113715.91092140757
195,2018-02-01,2.0,2018,341.856995,7477.645407582466
270,2018-02-01,4.0,2017,582.0,4983.250348996061
352,2018-02-01,4.0,2017,4156.0,81843.83490726673
441,2018-02-01,4.0,2017,5244.0,26775.07380352155
608,2018-02-01,4.0,2017,3033.0,102290.2385861468
700,2018-02-01,4.0,2017,3915.0,6525.0
701,2018-02-01,4.0,2017,12662.0,38892.05712456545
702,2018-02-01,4.0,2017,12662.0,55871.630299676035
770,2018-02-01,1.0,2018,2522.0,-999.0
64,2018-02-02,4.0,2017,1263.0,6795.917945977275
258,2018-02-02,3.0,2018,7314.0,16977.59429819602
440,2018-02-02,4.0,2017,971.771973,1619.6199550000001
589,2018-02-02,2.0,2018,555.0,8665.984722422529
651,2018-02-02,4.0,2017,10115.0,27103.420341056524
25,2018-02-06,4.0,2017,1602.0,51832.073415917715
36,2018-02-06,1.0,2018,-136.0,6885.082076071262
47,2018-02-06,1.0,2018,-112.0,1524.4323810116318
83,2018-02-06,1.0,2018,4473.0,35861.096979147485
93,2018-02-06,1.0,2018,394.0,23123.01094513762
289,2018-02-06,4.0,2017,-211.0,5455.515190377359
313,2018-02-06,4.0,2017,866.978027,3065.1255869351317
475,2018-02-06,4.0,2017,-4118.899902,9683.525879716239
792,2018-02-06,4.0,2017,420.605988,701.00998
309,2018-02-07,4.0,2017,1246.0,3427.2179450465196
485,2018-02-07,4.0,2017,1133.803955,4860.435648430478
628,2018-02-07,4.0,2017,1504.0,9860.604041919327
715,2018-02-07,4.0,2017,2542.0,4236.666666666667
790,2018-02-07,4.0,2017,-2240.577881,7979.723609754205
806,2018-02-07,4.0,2017,26.639,542.1624593965117
50,2018-02-08,2.0,2018,1170.0,44901.8869357231
141,2018-02-08,4.0,2017,1269.0,8983.581282272142
249,2018-02-08,1.0,2018,1632.0,4246.791618171251
368,2018-02-08,4.0,2017,4536.0,16899.87468231199
378,2018-02-08,4.0,2017,-108.063004,1428.6792004278666
417,2018-02-08,4.0,2017,1198.510986,3782.121640697992
461,2018-02-08,4.0,2017,1044.5,3829.810268377654
591,2018-02-08,4.0,2017,443.299988,2262.8841621228157
630,2018-02-08,4.0,2017,1279.0,4177.628182456147
661,2018-02-08,4.0,2017,10849.136719,38877.75974311893
676,2018-02-08,4.0,2017,592.0,6548.520679152402
728,2018-02-08,1.0,2018,553.0,7568.090697090789
756,2018-02-08,4.0,2017,-212.0,3124.5760027565207
776,2018-02-08,4.0,2017,273.0,4984.641360785552
788,2018-02-08,4.0,2017,2272.0,3786.666666666667
627,2018-02-09,4.0,2017,1361.112061,2489.060088305763
198,2018-02-13,4.0,2017,4908.0,15206.015908732023
659,2018-02-13,4.0,2017,125.448997,999.4274929088871
662,2018-02-13,4.0,2017,678.0,2253.230282317347
24,2018-02-14,1.0,2018,135.0,9629.602567939904
373,2018-02-14,4.0,2017,-314.670013,25.624346021488027
394,2018-02-14,2.0,2018,-6384.0,30619.73624100226
464,2018-02-14,4.0,2017,-2005.0,5881.519117166321
652,2018-02-14,1.0,2018,-320.0,1572.2983729658433
663,2018-02-14,4.0,2017,232.981995,2107.096849226829
703,2018-02-14,4.0,2017,-1865.5,9950.41216030838
704,2018-02-14,4.0,2017,-1865.5,10265.510261633002
817,2018-02-14,4.0,2017,4271.5,9600.016220987263
88,2018-02-15,4.0,2017,1192.199951,10091.411336527803
332,2018-02-15,4.0,2017,862.0,2877.6954629007464
340,2018-02-15,4.0,2017,1949.0,9429.690329236664
401,2018-02-15,4.0,2017,107.176003,230.94915972152117
717,2018-02-15,4.0,2017,176.041,293.4016666666667
62,2018-02-16,4.0,2017,1283.0,11006.578699384576
79,2018-02-16,1.0,2018,-534.700012,25157.325769936266
121,2018-02-16,4.0,2017,10990.0,18316.666666666668
599,2018-02-16,4.0,2017,129.436996,1074.6200862263374
127,2018-02-20,4.0,2018,8630.0,58577.45261788931
161,2018-02-20,3.0,2018,1630.0,21377.742889470912
178,2018-02-20,4.0,2017,-1050.0,1918.3800819174025
265,2018-02-20,4.0,2018,10523.0,291643.69672052405
617,2018-02-20,4.0,2017,114.892998,378.4185198812662
261,2018-02-21,4.0,2017,122.319,1592.4831292868503
801,2018-02-21,4.0,2017,-518.39502,500.21665000922724
813,2018-02-21,4.0,2017,199.589005,1268.7167314134113
58,2018-02-22,4.0,2017,9269.0,121645.86689481926
123,2018-02-22,1.0,2018,1938.0,37640.113414308544
175,2018-02-22,4.0,2017,-87.0,4229.950972858935
200,2018-02-22,4.0,2017,21355.0,51746.37096286719
421,2018-02-22,4.0,2017,182.492004,304.15334
478,2018-02-22,2.0,2018,-38.0,2909.06076940313
645,2018-02-22,4.0,2017,163.132996,12138.14505438403
657,2018-02-22,4.0,2017,192.0,764.5903206358801
797,2018-02-22,4.0,2017,756.151978,1260.2532966666668
821,2018-02-22,4.0,2017,4877.0,27446.36282011102
233,2018-02-23,4.0,2017,157.0,5649.872104907856
268,2018-02-23,4.0,2017,302.489014,526.8015350283657
512,2018-02-23,4.0,2017,876.659973,1546.9273907464492
359,2018-02-27,4.0,2017,2582.579102,5365.473745357847
381,2018-02-27,4.0,2017,125.800003,636.4434664977294
446,2018-02-27,4.0,2017,4531.700195,42563.50564850134
457,2018-02-27,4.0,2017,-62.813,1066.3839095193014
470,2018-02-27,4.0,2017,-44.408001,337.1515544846762
722,2018-02-27,4.0,2017,-313.0,2748.5982435220403
822,2018-02-27,4.0,2017,-295.600006,1138.6305344420527
21,2018-02-28,1.0,2018,268.171997,4944.8290501868105
75,2018-02-28,4.0,2017,194.029007,596.9569463811251
119,2018-02-28,4.0,2017,540.612976,5289.218480866791
152,2018-02-28,4.0,2018,3447.0,35846.64788436679
280,2018-02-28,4.0,2018,2607.899902,20290.699842000427
334,2018-02-28,4.0,2017,100.738998,2006.3847153211002
400,2018-02-28,4.0,2017,119.800003,3029.744648793145
466,2018-02-28,4.0,2017,327.0,1375.1177749090457
698,2018-02-28,4.0,2018,127.477997,6971.356186059873
804,2018-02-28,4.0,2017,3804.0,18898.147481168424
118,2018-03-01,4.0,2017,167.186996,1689.0100488666146
436,2018-03-01,4.0,2017,119.599998,3815.888673226247
604,2018-03-01,4.0,2017,269.658997,2910.881460974453
27,2018-03-06,4.0,2018,-566.900024,1694.5382417034155
78,2018-03-06,4.0,2018,2934.0,42456.96257176257
213,2018-03-06,4.0,2018,1362.753052,8910.583683380055
272,2018-03-06,3.0,2018,138.126007,1319.5275229183685
42,2018-03-07,3.0,2018,607.0,-56.79047121783096
43,2018-03-07,3.0,2018,607.0,-82.11047993023483
242,2018-03-07,2.0,2018,208.158005,2009.024441270183
145,2018-03-08,4.0,2018,1889.0,72578.0373363555
84,2018-03-15,4.0,2018,1538.959961,12736.97046225924
306,2018-03-15,1.0,2018,583.075989,5040.9237356857775
723,2018-03-15,4.0,2017,18288.0,55945.29714043097
778,2018-03-15,1.0,2018,6566.0,13041.840681758285
97,2018-03-20,3.0,2018,3445.0,43034.877805127
111,2018-03-21,3.0,2018,1804.900024,9413.63718770621
323,2018-03-22,1.0,2018,391.0,10132.982227263421
675,2018-03-22,2.0,2018,2108.082031,24296.172907433924
713,2018-03-27,1.0,2018,240.699997,2300.7742371856693
266,2018-03-28,2.0,2018,2171.0,117912.29689173323
765,2018-03-29,4.0,2017,-8.0,8511.740147462446
666,2018-04-05,2.0,2018,1631.0,6718.663246460194
45,2018-04-17,1.0,2018,695.0,16630.22095350075
88,2018-04-17,1.0,2018,284.700012,14468.58185655264
133,2018-04-17,1.0,2018,1679.0,121145.80929422494
146,2018-04-17,3.0,2018,1359.535034,14902.295007753533
261,2018-04-18,1.0,2018,40.48,2475.1455558382618
584,2018-04-18,1.0,2018,539.700012,35435.898449247405
632,2018-04-18,1.0,2018,114.0,7320.8052509976205
77,2018-04-19,1.0,2018,566.599976,27908.53253520855
207,2018-04-19,3.0,2018,7971.0,79841.13802901437
11,2018-04-20,1.0,2018,1451.0,57756.9365329368
218,2018-04-20,1.0,2018,530.0,63231.655675762195
340,2018-04-20,1.0,2018,395.0,23701.711973883772
440,2018-04-20,1.0,2018,211.300003,6311.77415877971
526,2018-04-20,1.0,2018,-19.0,34097.05061811199
37,2018-04-24,1.0,2018,4666.0,196282.15847556802
54,2018-04-24,1.0,2018,1667.0,37887.639772339186
62,2018-04-24,1.0,2018,1400.0,43739.24252314841
72,2018-04-24,1.0,2018,-589.0,14721.547442040868
192,2018-04-24,1.0,2018,512.099976,24307.789808471432
238,2018-04-24,1.0,2018,1366.0,22119.089750006235
256,2018-04-24,1.0,2018,1368.0,113907.45026341817
344,2018-04-24,1.0,2018,817.0,23444.175320615323
430,2018-04-24,1.0,2018,1171.199951,19017.403708284677
109,2018-04-25,1.0,2018,799.0,45114.416752741396
130,2018-04-25,1.0,2018,124.099998,17240.48994594696
179,2018-04-25,1.0,2018,552.0,14875.836473279063
224,2018-04-25,1.0,2018,4759.0,238216.0556841944
240,2018-04-25,1.0,2018,579.0,37455.26314054145
312,2018-04-25,1.0,2018,28.287001,2746.5623554751132
337,2018-04-25,1.0,2018,268.299988,11108.763384911863
378,2018-04-25,1.0,2018,60.997002,-999.0
433,2018-04-25,1.0,2018,511.0,23933.103397313625
437,2018-04-25,2.0,2018,-5590.0,33629.64590485539
485,2018-04-25,1.0,2018,304.906006,13209.6802077201
519,2018-04-25,1.0,2018,289.44101,6935.694920659303
728,2018-04-25,2.0,2018,827.0,18221.021654551067
759,2018-04-25,2.0,2018,450.0,38058.128186369824
770,2018-04-25,2.0,2018,5127.0,40734.08780739483
8,2018-04-26,2.0,2018,585.299988,10538.61515824537
41,2018-04-26,1.0,2018,1495.0,28213.81653110839
106,2018-04-26,2.0,2018,-89.0,13535.957797483825
112,2018-04-26,1.0,2018,1110.0,178006.3532943966
122,2018-04-26,1.0,2018,350.718994,10651.023976955808
158,2018-04-26,1.0,2018,534.0,10755.859160716309
195,2018-04-26,3.0,2018,707.987,16030.973033656433
198,2018-04-26,1.0,2018,1353.0,100424.90334456463
203,2018-04-26,1.0,2018,1895.0,36791.540664193264
210,2018-04-26,1.0,2018,623.0,53466.66420618301
228,2018-04-26,1.0,2018,443.0,15200.458704937126
252,2018-04-26,1.0,2018,1310.0,29821.52092425263
269,2018-04-26,3.0,2018,-81.0,21425.71561565995
305,2018-04-26,1.0,2018,31.299999,12655.966970649775
441,2018-04-26,1.0,2018,1642.0,9945.893205182148
442,2018-04-26,1.0,2018,462.0,11014.77547706082
461,2018-04-26,1.0,2018,261.200012,23762.235546845077
591,2018-04-26,1.0,2018,249.100006,4934.160726519314
657,2018-04-26,1.0,2018,69.0,4049.5339669011264
717,2018-04-26,1.0,2018,1.498,381.13772753606384
817,2018-04-26,1.0,2018,550.599976,12957.531620842738
63,2018-04-27,1.0,2018,678.0,19675.77511249417
124,2018-04-27,2.0,2018,116.800003,3545.003563649673
270,2018-04-27,1.0,2018,269.0,10384.155283976834
590,2018-04-27,1.0,2018,471.899994,9390.147447310414
599,2018-04-27,1.0,2018,35.539001,2832.858775773836
608,2018-04-27,1.0,2018,1629.0,315448.8770461149
627,2018-04-27,1.0,2018,80.098,5459.710705675738
651,2018-04-27,1.0,2018,223.0,68934.80699775183
738,2018-04-27,1.0,2018,585.0,200221.03036993524
821,2018-04-27,1.0,2018,1231.0,84705.36898759656
25,2018-05-01,1.0,2018,396.0,107796.73645824337
74,2018-05-01,1.0,2018,325.0,30191.9942479715
91,2018-05-01,1.0,2018,487.0,34720.18844682612
93,2018-05-01,2.0,2018,883.0,27624.271585521037
138,2018-05-01,2.0,2018,668.0,51059.36344198896
178,2018-05-01,1.0,2018,574.0,6076.51828956514
184,2018-05-01,1.0,2018,50.299999,6186.075876964985
233,2018-05-01,1.0,2018,57.0,5441.517622692796
289,2018-05-01,1.0,2018,174.0,19941.72492946812
309,2018-05-01,1.0,2018,423.0,7281.955592681447
339,2018-05-01,1.0,2018,55.0,5115.112036561902
348,2018-05-01,1.0,2018,-153.0,-999.0
368,2018-05-01,1.0,2018,671.0,76632.08617322119
376,2018-05-01,1.0,2018,39.299999,628.891199738435
403,2018-05-01,1.0,2018,1282.0,76371.90334275611
626,2018-05-01,1.0,2018,280.299988,10404.976013585836
672,2018-05-01,1.0,2018,944.0,64008.51864523706
680,2018-05-01,1.0,2018,57.827999,168.3420176145312
756,2018-05-01,1.0,2018,54.0,10388.720283694516
813,2018-05-01,1.0,2018,50.874001,2177.463131285098
23,2018-05-02,2.0,2018,33887.0,343824.4603832109
28,2018-05-02,3.0,2018,1512.099976,28650.247887126436
258,2018-05-02,4.0,2018,7377.0,35828.311704905056
268,2018-05-02,1.0,2018,42.965,4059.7716588277895
313,2018-05-02,1.0,2018,160.001007,7878.378519238516
332,2018-05-02,1.0,2018,350.0,7404.378216620837
334,2018-05-02,1.0,2018,-12.631,4083.1677524340007
381,2018-05-02,1.0,2018,9.1,1677.6939008333138
401,2018-05-02,1.0,2018,2.715,696.8844465356227
410,2018-05-02,2.0,2018,68.199997,2404.3673910738635
446,2018-05-02,1.0,2018,625.900024,94577.9918590951
457,2018-05-02,1.0,2018,-23.986,4210.915687658465
464,2018-05-02,1.0,2018,-324.0,3312.8303530810213
466,2018-05-02,1.0,2018,30.0,3033.622628373756
589,2018-05-02,3.0,2018,929.0,13193.281880923754
616,2018-05-02,1.0,2018,433.0,6699.798902674798
630,2018-05-02,1.0,2018,237.899994,12423.172867374658
663,2018-05-02,1.0,2018,62.894001,6802.2881518946715
700,2018-05-02,1.0,2018,1492.0,19033.618616136922
790,2018-05-02,1.0,2018,-784.627014,29653.26456534466
806,2018-05-02,1.0,2018,5.609,1232.0783226241467
36,2018-05-03,2.0,2018,-148.0,19496.008913173617
50,2018-05-03,3.0,2018,1425.0,126240.05810700651
58,2018-05-03,1.0,2018,3659.0,270013.7190581704
155,2018-05-03,1.0,2018,356.0,9342.548285205554
273,2018-05-03,1.0,2018,270.0,22423.65516778154
359,2018-05-03,1.0,2018,638.588989,21792.96946601587
371,2018-05-03,1.0,2018,66.624001,13455.929756650092
417,2018-05-03,1.0,2018,477.980011,14161.536457274518
691,2018-05-03,1.0,2018,22.799999,7337.0045918852065
715,2018-05-03,1.0,2018,474.0,17474.71159120158
718,2018-05-03,1.0,2018,-34.099998,2364.6670946498675
737,2018-05-03,1.0,2018,18.058001,3171.4934070537024
768,2018-05-03,1.0,2018,239.007004,2357.1103299553083
776,2018-05-03,1.0,2018,500.0,7795.519146867481
788,2018-05-03,1.0,2018,70.0,12024.651721336815
801,2018-05-03,1.0,2018,-131.705002,364.17491306978087
814,2018-05-03,1.0,2018,41.811001,40353.80343410655
822,2018-05-03,1.0,2018,38.0,8553.19289694532
64,2018-05-04,1.0,2018,610.0,15581.634530492756
373,2018-05-04,1.0,2018,-90.824997,133.7484978801806
604,2018-05-04,1.0,2018,45.721001,12752.439945939364
635,2018-05-04,1.0,2018,2832.0,218947.225284835
645,2018-05-04,1.0,2018,42.971001,34739.34236469371
75,2018-05-08,1.0,2018,20.159,2264.9419230131098
83,2018-05-08,2.0,2018,7588.0,65736.58031977537
187,2018-05-08,1.0,2018,708.0,23468.277029601013
361,2018-05-08,4.0,2018,1043.0,10024.58640688693
436,2018-05-08,1.0,2018,80.800003,3437.4223310619254
470,2018-05-08,1.0,2018,-51.994999,1299.6647945838606
579,2018-05-08,1.0,2018,385.321014,21666.36233726095
703,2018-05-08,1.0,2018,-1178.599976,49095.56385092888
704,2018-05-08,1.0,2018,-1178.599976,39304.44993566195
722,2018-05-08,1.0,2018,3.0,14029.317067273894
641,2018-05-09,1.0,2018,607.210022,30947.491869551446
118,2018-05-10,1.0,2018,40.720001,3692.139126489062
200,2018-05-10,1.0,2018,3570.0,73636.04381654004
400,2018-05-10,1.0,2018,65.400002,10476.782896493041
659,2018-05-10,1.0,2018,53.244999,3399.501474820108
797,2018-05-10,1.0,2018,110.651001,2247.341501831988
127,2018-05-15,1.0,2019,2404.0,121985.72718475865
529,2018-05-15,1.0,2018,3.95,370.16421175649026
394,2018-05-16,3.0,2018,-3693.0,57955.51017492657
24,2018-05-17,2.0,2018,1264.0,32757.764062988816
265,2018-05-17,1.0,2019,2276.0,686700.6079838566
661,2018-05-17,1.0,2018,804.807983,55323.38810671822
280,2018-05-22,1.0,2019,716.400024,48827.23539038171
478,2018-05-22,3.0,2018,1162.0,9572.611083996213
152,2018-05-23,1.0,2019,988.0,100790.15011197212
27,2018-05-24,1.0,2019,-82.400002,3932.0612801249968
159,2018-05-24,4.0,2018,297.0,284883.9638297237
161,2018-05-24,4.0,2018,3095.0,49767.68658202135
213,2018-05-24,1.0,2019,418.252014,18373.85445640013
123,2018-05-29,2.0,2018,2996.0,82639.94165735171
21,2018-05-30,2.0,2018,648.002991,15572.868665715914
79,2018-05-31,2.0,2017,1006.700012,78900.28739260536
84,2018-05-31,1.0,2019,364.85199,36504.0479968855
349,2018-05-31,1.0,2019,-74.410004,3879.8199725771515
698,2018-05-31,1.0,2018,1.0,27511.575019332457
242,2018-06-06,3.0,2018,341.946014,3532.7682892244375
778,2018-06-07,2.0,2018,10299.0,25253.457816029597
42,2018-06-13,4.0,2018,717.0,1195.0
43,2018-06-13,4.0,2018,717.0,1195.0
306,2018-06-14,2.0,2018,663.166992,13724.860355493505
97,2018-06-19,4.0,2018,4572.0,74844.27844126771
145,2018-06-21,1.0,2019,2018.0,149796.71104693305
713,2018-06-26,2.0,2018,354.899994,5468.554335596904
111,2018-06-27,4.0,2018,2163.0,27556.897703865445
196,2018-06-27,4.0,2018,933.700012,10575.295457299815
191,2018-06-28,1.0,2018,340.0,30971.533088997214
266,2018-06-28,3.0,2018,3517.0,127346.06426869349
675,2018-06-28,3.0,2018,3166.2229,97246.90756244845
198,2018-07-10,2.0,2018,3183.0,20271.20703493653
45,2018-07-17,2.0,2018,1572.0,6977.684148520426
88,2018-07-17,2.0,2018,679.5,6612.711163802046
133,2018-07-18,2.0,2018,4083.0,6805.0
584,2018-07-18,2.0,2018,1123.699951,9810.923389960619
632,2018-07-18,2.0,2018,294.0,490.0
77,2018-07-19,2.0,2018,1240.400024,13379.026187828013
252,2018-07-19,2.0,2018,2819.0,18116.217532984916
634,2018-07-19,2.0,2017,1064.0,18633.010288830643
11,2018-07-20,2.0,2018,2731.0,9626.062510805883
260,2018-07-20,1.0,2019,160.358002,4820.605540017421
526,2018-07-20,2.0,2018,-57.0,12247.097739610623
192,2018-07-24,2.0,2018,1071.699951,17629.270901878685
224,2018-07-24,2.0,2018,10007.0,105169.5129191841
228,2018-07-24,2.0,2018,895.0,1491.6666666666667
238,2018-07-24,2.0,2018,2771.0,-999.0
256,2018-07-24,2.0,2018,3507.0,15628.815097327604
430,2018-07-24,2.0,2018,2086.199951,4242.940812502358
62,2018-07-25,2.0,2018,3731.0,6218.333333333334
72,2018-07-25,2.0,2018,149.0,7186.958063278847
109,2018-07-25,2.0,2018,1585.0,38902.96673234689
112,2018-07-25,2.0,2018,3476.0,13885.234603652018
130,2018-07-25,2.0,2018,576.700012,2589.872322556112
179,2018-07-25,2.0,2018,1262.0,11725.826187255067
216,2018-07-25,2.0,2017,89.274002,4828.410167453718
240,2018-07-25,2.0,2018,1331.0,2218.3333333333335
312,2018-07-25,2.0,2018,86.803001,144.67166833333334
337,2018-07-25,2.0,2018,556.099976,2604.1740985432116
340,2018-07-25,2.0,2018,894.0,3883.234874394615
380,2018-07-25,2.0,2018,96.665001,1039.6123399295484
403,2018-07-25,2.0,2018,2248.0,22999.09289765715
433,2018-07-25,2.0,2018,1037.0,1728.3333333333335
437,2018-07-25,3.0,2018,-4371.0,16748.832463876697
485,2018-07-25,2.0,2018,657.979004,7993.026187839234
519,2018-07-25,2.0,2018,581.79303,4211.345813018292
532,2018-07-25,2.0,2017,32.618999,301.8251272449266
590,2018-07-25,2.0,2018,882.900024,1471.5000400000001
672,2018-07-25,2.0,2018,1269.0,45266.88549698356
740,2018-07-25,2.0,2018,-42.124001,1577.9668699731462
759,2018-07-25,3.0,2018,904.0,3463.8982339499767
770,2018-07-25,3.0,2018,7456.0,26719.813138962494
8,2018-07-26,3.0,2018,1073.199951,9362.71479543778
41,2018-07-26,2.0,2018,1877.0,8667.377957900017
146,2018-07-26,4.0,2018,2380.680908,9847.492536277101
158,2018-07-26,2.0,2018,1035.0,-999.0
159,2018-07-26,1.0,2019,-80.0,106486.66676153782
175,2018-07-26,2.0,2018,489.0,4622.156490801995
203,2018-07-26,2.0,2018,3772.0,11734.13272178508
210,2018-07-26,2.0,2018,1414.0,28974.97522008975
269,2018-07-26,4.0,2018,675.0,12446.588603944198
327,2018-07-26,2.0,2018,1891.0,5067.1524813262
361,2018-07-26,1.0,2019,293.0,4356.919342928266
440,2018-07-26,2.0,2018,439.700012,3408.8741922323497
442,2018-07-26,2.0,2018,942.0,2055.03649350673
461,2018-07-26,2.0,2018,556.200012,15923.583523355795
475,2018-07-26,2.0,2018,-754.0,4578.528352883355
591,2018-07-26,2.0,2018,-208.300003,1568.6087484408497
608,2018-07-26,2.0,2018,4163.0,6938.333333333334
630,2018-07-26,2.0,2018,473.600006,3263.326599994249
657,2018-07-26,2.0,2018,105.0,1524.1521622960988
691,2018-07-26,2.0,2018,44.0,5130.973745349327
700,2018-07-26,2.0,2018,3061.0,9634.481633696685
717,2018-07-26,2.0,2018,-1.941,57.729855059367736
736,2018-07-26,2.0,2018,10093.0,49590.67046717987
788,2018-07-26,2.0,2018,136.0,5480.097226918521
63,2018-07-27,2.0,2018,1353.0,14910.703531421545
64,2018-07-27,2.0,2018,668.0,6833.29848585958
124,2018-07-27,3.0,2018,162.0,438.7994319760467
270,2018-07-27,2.0,2018,586.0,5816.397805884173
378,2018-07-27,2.0,2018,161.113998,981.6590924405914
627,2018-07-27,2.0,2018,249.397995,1188.0683562338127
677,2018-07-27,2.0,2018,361.100006,10153.16934175277
738,2018-07-27,2.0,2018,1989.0,44573.874120712586
25,2018-07-31,2.0,2018,962.0,34580.326777214425
74,2018-07-31,2.0,2018,879.0,1764.0629829724694
138,2018-07-31,3.0,2018,1391.0,8630.167796121877
184,2018-07-31,2.0,2018,108.099998,1132.5636558612282
207,2018-07-31,4.0,2018,9861.0,34360.85999042571
245,2018-07-31,2.0,2018,171.199997,1178.9770636340943
289,2018-07-31,2.0,2018,191.0,11986.354025803197
309,2018-07-31,2.0,2018,674.0,3894.207136849425
484,2018-07-31,2.0,2018,161.460007,312.3222649708188
626,2018-07-31,2.0,2018,594.700012,3653.7940337960886
651,2018-07-31,2.0,2018,562.0,6187.556600470021
817,2018-07-31,2.0,2018,1166.099976,9708.898017683729
23,2018-08-01,3.0,2018,45406.0,115643.33898428382
28,2018-08-01,4.0,2018,1620.800049,14403.736975968463
227,2018-08-01,2.0,2018,749.728027,2380.817498903002
258,2018-08-01,1.0,2019,173.0,34043.558112307495
334,2018-08-01,2.0,2018,18.115999,2412.124646420089
368,2018-08-01,2.0,2018,1453.0,13808.901838170097
400,2018-08-01,2.0,2018,121.5,7184.994706746852
410,2018-08-01,3.0,2018,92.0,380.6195450679069
422,2018-08-01,2.0,2018,232.0,6690.487390997806
446,2018-08-01,2.0,2018,1505.300049,11724.402076185886
457,2018-08-01,2.0,2018,-29.892,2260.631844810936
466,2018-08-01,2.0,2018,137.0,-999.0
756,2018-08-01,2.0,2018,97.0,3841.206597057822
790,2018-08-01,2.0,2018,-1527.333008,16969.214962700327
806,2018-08-01,2.0,2018,4.698,572.5030192919252
36,2018-08-02,3.0,2018,446.0,10278.791644396117
58,2018-08-02,2.0,2018,7081.0,31220.51638020478
195,2018-08-02,4.0,2018,1061.314941,4152.665094099714
313,2018-08-02,2.0,2018,329.358002,1963.8836971215226
332,2018-08-02,2.0,2018,732.0,2947.690882077998
359,2018-08-02,2.0,2018,1335.319946,7605.856944523621
371,2018-08-02,2.0,2018,108.333,6037.902959087357
373,2018-08-02,2.0,2018,-159.570007,45.208584338705464
386,2018-08-02,2.0,2018,-33.217999,98.42751841155966
417,2018-08-02,2.0,2018,1029.391968,1938.9045488260047
616,2018-08-02,2.0,2018,754.0,4565.132230895437
628,2018-08-02,2.0,2018,976.0,10137.08215145416
669,2018-08-02,2.0,2018,215.315002,1861.388266809322
776,2018-08-02,2.0,2018,902.0,2820.2857410931924
814,2018-08-02,2.0,2018,329.497986,20627.418444405637
178,2018-08-03,2.0,2018,568.0,4289.002711920017
233,2018-08-03,2.0,2018,101.0,4910.304038562724
339,2018-08-03,2.0,2018,107.0,981.964249228878
579,2018-08-03,2.0,2018,845.606995,8845.890969358723
583,2018-08-03,2.0,2018,425.121002,773.9736758555596
599,2018-08-03,2.0,2018,86.5,2182.8171863828197
635,2018-08-03,2.0,2018,5397.0,56070.306196039266
821,2018-08-03,2.0,2018,2885.0,34592.96283324641
75,2018-08-07,2.0,2018,50.035,833.258139399207
83,2018-08-07,3.0,2018,10647.0,33057.05084116102
93,2018-08-07,3.0,2018,1602.0,6857.146788727862
470,2018-08-07,2.0,2018,-43.146999,506.1401540161299
722,2018-08-07,2.0,2018,247.0,2297.664908819532
187,2018-08-08,2.0,2018,1556.0,5927.740655752654
314,2018-08-08,4.0,2018,4762.0,11867.275817991585
315,2018-08-08,4.0,2018,4762.0,16408.080505474732
381,2018-08-08,2.0,2018,3.9,618.8751878913719
604,2018-08-08,2.0,2018,101.067001,791.0675841277606
659,2018-08-08,2.0,2018,107.624001,2004.884444448151
663,2018-08-08,2.0,2018,130.511993,1958.181353590667
200,2018-08-09,2.0,2018,7449.0,41555.44361519246
436,2018-08-09,2.0,2018,117.0,1947.2655759051484
460,2018-08-09,2.0,2018,24.6,678.1330448942549
641,2018-08-09,2.0,2018,1584.582031,15994.254212240898
661,2018-08-09,2.0,2018,3067.85791,5113.096516666667
728,2018-08-09,3.0,2018,1352.0,2253.3333333333335
797,2018-08-09,2.0,2018,225.862,1323.341824383153
127,2018-08-14,2.0,2019,5910.0,20719.649585157214
652,2018-08-14,3.0,2018,121.0,982.3911155932882
394,2018-08-15,4.0,2018,110.0,27521.48165772686
24,2018-08-16,3.0,2018,2437.0,8090.6011263123455
265,2018-08-16,2.0,2019,1549.0,212168.58421542228
638,2018-08-16,2.0,2019,2345.0,10571.094813127555
79,2018-08-17,3.0,2018,1586.199951,61059.25512910476
161,2018-08-21,1.0,2019,1077.0,-999.0
152,2018-08-22,2.0,2019,2509.0,48454.60348236048
27,2018-08-23,2.0,2019,-121.800003,221.01171492499557
123,2018-08-23,3.0,2018,3876.0,32857.4103595432
213,2018-08-23,2.0,2019,807.656006,16434.16168547389
478,2018-08-23,4.0,2018,1211.0,3466.726380572347
42,2018-08-29,1.0,2019,200.0,333.33333333333337
43,2018-08-29,1.0,2019,200.0,333.33333333333337
84,2018-08-30,2.0,2019,772.088989,21498.210020632498
280,2018-08-31,2.0,2019,1456.006958,11103.700760380203
698,2018-08-31,2.0,2018,47.0,11302.35205561593
349,2018-09-04,2.0,2019,-160.565994,1278.9335114467265
531,2018-09-05,2.0,2019,-307.401001,198.40067442138104
272,2018-09-06,1.0,2019,26.295,1282.8597790168424
778,2018-09-06,3.0,2018,11495.0,19158.333333333336
765,2018-09-11,2.0,2018,650.0,-999.0
145,2018-09-13,2.0,2019,2519.0,61572.71037638003
306,2018-09-13,3.0,2018,1912.534058,3187.5567633333335
111,2018-09-18,1.0,2019,395.899994,10602.562453186709
713,2018-09-25,3.0,2018,458.399994,2438.6371885952253
56,2018-09-27,4.0,2018,91.041,151.735
